file,page,caption,text
3-llm-tokenization.pdf,35,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There is no technical content related to machine learning or natural language processing concepts, algorithms, or architectures present on this slide.","36
Algorithm 3 – Unigram Tokenization"
3-llm-tokenization.pdf,36,"The slide contains only the name of an institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not have any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or their relationships. Therefore, there are no relevant technical details to describe from this slide.","37
Unigram Tokenization
▪Used by language models like T5, XLNet, ALBERT, Big Bird
▪Core Idea: Different from BPE and WordPiece that start from a small 
vocabulary and then iteratively expand, it starts from a big vocabulary 
and removes tokens from it until reaching the desired vocabulary size"
3-llm-tokenization.pdf,37,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or their relationships. Therefore, there are no relevant technical details to explain from this slide.","38
Unigram Tokenization – Tokenize
▪Step 1: List out all the possible segmentations of a new word
▪Step 2: Compute the probability of each possible segmentation based 
on Unigram LM
▪Step 3: Select the one segmentation with the highest probability as 
the final tokenization"
3-llm-tokenization.pdf,38,"This slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content, concepts, algorithms, equations, architectures, or relationships relevant to machine learning or natural language processing. Therefore, there is no technical content to explain from this slide.","39
Unigram Tokenization – Tokenize
▪Step 1: List out all the possible segmentations of a new word
Example: Final Vocabulary and its corresponding frequency in corpus
(""h"", 15) (""u"", 36) (""g"", 20) (""hu"", 15) (""ug"", 20) (""p"", 17) (""pu"", 17) (""n"", 
16) (""un”, 16) (""b"", 4) (""bu"", 4) (""s"", 5) (""hug"", 15) (""gs"", 5) (""ugs"", 5)
New Word: ""pug""
All the possible segmentations: [""p"", ""u"", ""g""], [""p"", ""ug""], [""pu"", ""g""]"
3-llm-tokenization.pdf,39,"The slide text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" indicates an institutional affiliation, so there is no technical content like concepts, algorithms, equations, or architectures to explain here.","40
Unigram Tokenization – Tokenize
▪Step 2: Compute the prob of each segmentation based on Unigram LM
Example: Final Vocabulary and its corresponding frequency in corpus
(""h"", 15) (""u"", 36) (""g"", 20) (""hu"", 15) (""ug"", 20) (""p"", 17) (""pu"", 17) (""n"", 
16) (""un”, 16) (""b"", 4) (""bu"", 4) (""s"", 5) (""hug"", 15) (""gs"", 5) (""ugs"", 5)
New Word: ""pug""
[""p"", ""u"", ""g""] : 0.000389 [""p"", ""ug""] : 0.0022676 [""pu"", ""g""] : 0.0022676"
3-llm-tokenization.pdf,40,"The slide contains only an institutional header: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING.""

There is no technical content related to machine learning, natural language processing, or related concepts such as algorithms, architectures, or equations present on this slide to explain.","41
Unigram Tokenization – Tokenize
▪Step 3: Select the one segmentation with the highest probability as 
the final tokenization
New Word: ""pug""
[""p"", ""u"", ""g""] : 0.000389 [""p"", ""ug""] : 0.0022676 [""pu"", ""g""] : 0.0022676
Choose [""p"", ""ug""] or [""pu"", ""g""] depending on which is encountered first"
3-llm-tokenization.pdf,41,"The slide contains only a header text stating ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There is no technical content such as concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","42
Unigram Tokenization – Training
▪Core Idea:
Calculate a loss of corpus based on current vocabulary V
Remove each token from V and re-calculate loss of corpus
Select the token that results in the least increase in loss of corpus
(least change, less effect, less needed, should be removed)"
3-llm-tokenization.pdf,42,"The slide contains no technical content related to machine learning, natural language processing, or related fields. It only shows the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which appears to be an institutional header or footer. There are no concepts, algorithms, equations, architectures, or relationships presented on this slide.","43
Unigram Tokenization – Training
▪Step 1: Starting from a big vocabulary, e.g., listing out all the possible 
substrings in corpus, or applying BPE on the initial corpus with a large 
vocabulary size
Our corpus  (""hug"", 10), (""pug"", 5), (""pun"", 12), (""bun"", 4), (""hugs"", 5)
Initial Vocabulary: [""h"", ""u"", ""g"", ""hu"", ""ug"", ""p"", ""pu"", ""n"", ""un"", ""b"", ""bu"", 
""s"", ""hug"", ""gs"", ""ugs""]"
3-llm-tokenization.pdf,43,"The slide contains no technical content related to machine learning, natural language processing, or related fields. It only shows the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which refers to an academic institution and its college of engineering. There are no concepts, algorithms, equations, architectures, or relationships presented on this slide.","44
Unigram Tokenization – Training
▪Step 2: Calculate a Loss of corpus by tokenizing every word in the corpus 
▪Loss of each word = – log (P(word)), Loss of corpus = sum(Loss of all 
the word in the corpus)
Our corpus  (""hug"", 10), (""pug"", 5), (""pun"", 12), (""bun"", 4), (""hugs"", 5)
Prob of each word: ""hug"": [""hug""] (score 0.071428) ""pug"": [""pu"", ""g""] (score 
0.007710) ""pun"": [""pu"", ""n""] (score 0.006168) ""bun"": [""bu"", ""n""] (score 0.001451) 
""hugs"": [""hug"", ""s""] (score 0.001701)
Loss of corpus = 10 * (-log(0.071428)) + 5 * (-log(0.007710)) + 12 * (-
log(0.006168)) + 4 * (-log(0.001451)) + 5 * (-log(0.001701)) = 169.8"
3-llm-tokenization.pdf,44,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There is no technical content related to machine learning, natural language processing, or related concepts to describe.","45
Unigram Tokenization – Training
▪Step 3: For each token in the current vocabulary V, we remove it from 
V, and recalculate the Loss of corpus based on the updated vocabulary
▪Loss of each word = - log (P(word)), Loss of corpus = sum(Loss of 
all the word in the corpus)
▪Step 4: Select the token w that results in the least increase in Loss
(Loss of corpus based on vocabulary V’ after removing token w – Loss of 
corpus based on vocabulary V before removing w)
Remove this token w from the current vocabulary V and update V"
3-llm-tokenization.pdf,45,"The slide does not contain any technical content, algorithms, equations, architectures, or relationships related to Machine Learning or Natural Language Processing. It simply displays the title ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" likely indicating the institution associated with the course or presentation.","46
Summary of Tokenization Algorithms
▪Byte-Pair Encoding (BPE) & WordPiece Tokenization
Core Idea: start with each character as the token, and then iteratively 
merge the token pair that co-occur together most often into new token
Difference: vocabulary initialization and frequency score calculation
▪Unigram Tokenization
Core Idea: start from a big vocabulary and iteratively remove the token 
that results in the least increase in loss of corpus"
3-llm-tokenization.pdf,46,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It appears to be a background image of a building with a slogan at the bottom reading ""Leading the Charge, Charging Ahead."" There are no visible components such as models, formulas, diagrams, or textual descriptions related to ML/NLP techniques to describe.",Thank you!
3-llm-tokenization.pdf,47,"The slide contains only a textual heading identifying the ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide to explain.","48
References
https://huggingface.co/learn/llm-course/en/chapter6/7?fw=pt
https://medium.com/thedeephub/all-you-need-to-know-about-
tokenization-in-llms-7a801302cf54"
4-feedforward-neural-lm.pdf,0,"There is no technical content such as concepts, algorithms, equations, architectures, or relationships visible on this slide to explain.","CIS 6930 Special Topics in Large Language Models
Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,1,"The slide header simply states the institution name: University of Florida Herbert Wertheim College of Engineering. 

No technical content, concepts, algorithms, or equations related to machine learning or natural language processing are included on this slide to describe or explain.","2
Neural Networks in NLP
From Word Embedding to Neural Networks"
4-feedforward-neural-lm.pdf,2,"The text on this slide is the name of an educational institution, specifically ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or NLP presented on this slide. It serves as an institutional or organizational heading rather than technical content.","3
Neural Networks in NLP
Several Types of Neural Networks in NLP
Feed-forward NNs
Recurrent NNs
Transformers"
4-feedforward-neural-lm.pdf,3,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there is no technical content to explain.","4
Outline
▪Feedforward Neural Networks
▪Model 1: Neural “bag-of-words” Models
▪Model 2: Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,4,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","5
Feedforward Neural Networks"
4-feedforward-neural-lm.pdf,5,"The slide content contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical material related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to describe from this slide.","6
Feed-forward Neural Network
▪The units are connected with no cycles
▪The outputs from units in each layer are passed to units in the next layer
▪No outputs are passed back to lower layers
Fully-connected (FC) layers
All the units from one layer are 
fully connected to every unites 
of the next layer"
4-feedforward-neural-lm.pdf,6,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"". It does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical concepts or topics to explain from this slide.","7
Feed-forward Neural Network"
4-feedforward-neural-lm.pdf,7,"The slide does not contain any technical content related to machine learning or natural language processing. It only contains the text ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional name and does not provide any concepts, algorithms, equations, architectures, or relationships relevant to ML/NLP.","8
Activation Functions
▪For deep neural networks, the first thing to try is ReLU: it trains quickly 
and performs well due to good gradient backflow
▪Sigmoid and tanh functions are still used (e.g. sigmoid to get probability)"
4-feedforward-neural-lm.pdf,8,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there is no technical material to explain from this slide.","9
Why Activation Functions
▪The purpose is to add Non-Linearities into Neural Networks
▪Neural networks do function approximation, without non-linearities, 
neural networks cannot do anything more than a linear transformation
▪But with more layers that include non-linearities, neural networks can 
approximate any complex function!"
4-feedforward-neural-lm.pdf,9,"The slide does not contain any technical content related to ML or NLP concepts, algorithms, or architectures. It simply displays the name ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional header, not a technical topic or concept.","10
Matrix Notations"
4-feedforward-neural-lm.pdf,10,"The slide contains only a header with the text ""University of Florida Herbert Wertheim College of Engineering."" It does not include any technical content related to machine learning, natural language processing, algorithms, or related concepts. Therefore, there are no technical concepts, equations, or architectures to describe from this slide.","11
Practice – Feedforward Neural Network"
4-feedforward-neural-lm.pdf,11,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there are no technical concepts to explain from this slide.","12
Practice – Feedforward Neural Network"
4-feedforward-neural-lm.pdf,12,"The text on this slide indicates the affiliation or institution, specifically the ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing to explain here. If there is additional content or other slides, please provide those for a technical explanation.","13
Training Feedforward Neural Networks
▪Softmax: applying the softmax function on output logits to get predicted 
probability
▪Training loss: maximize the probability of the correct class y or 
equivalently we can minimize the negative log probability of that class"
4-feedforward-neural-lm.pdf,13,"The slide contains only a textual header: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or other NLP/ML content presented. Therefore, there is no technical content to explain from this slide.","14
Training Feedforward Neural Networks
▪Optimizer: stochastic gradient descent (SGD) to train feedforward NN
▪Neural Networks are difficult to optimize. SGD can only converge to 
local minimum. Initialization and Optimizer matter a lot!
stepping size or learning rate
Model parameters include W  weight matrix and b bias terms between layers
Objective: learn model parameters to minimize loss"
4-feedforward-neural-lm.pdf,14,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is an institutional or organizational name. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","15
Training Feedforward NN – Back-propagation"
4-feedforward-neural-lm.pdf,15,"The slide contains only a text line stating the institution's name: ""University of Florida Herbert Wertheim College of Engineering"". It does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no ML/NLP technical information to explain from this slide.","16
Training Feedforward NN – Back-propagation"
4-feedforward-neural-lm.pdf,16,"The text on the slide states ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

This indicates the institution and college associated with the content but does not contain any technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing. Therefore, there is no technical content to explain from this slide.","17
Neural “bag-of-words” Models
for Text Classification"
4-feedforward-neural-lm.pdf,17,"The slide only contains the text ""University of Florida Herbert Wertheim College of Engineering,"" which is the name of an educational institution. There are no technical terms, concepts, algorithms, or architectures related to machine learning or natural language processing presented on this slide to explain.","18
Comparison: image vs text inputs
▪Images: fixed-size input, continuous values
▪Text: variable-length input, discrete words"
4-feedforward-neural-lm.pdf,18,"The slide header indicates the institutional affiliation: University of Florida Herbert Wertheim College of Engineering. However, this does not pertain to any technical content in machine learning or natural language processing itself. There are no technical concepts, algorithms, equations, or architectures presented on this slide. It appears to be a title or affiliation slide rather than a technical content slide.","19
Solution 1: feature vector as input"
4-feedforward-neural-lm.pdf,19,"The slide shown contains only a header indicating the institution name, ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships presented on this slide to explain.","20
Solution 2: pooling on word embeddings
▪Aggregate all the word embeddings into a vector via pooling function"
4-feedforward-neural-lm.pdf,20,"The slide content is only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","21
Neural “bag-of-words” Model
Pro:
▪This provides a simple and flexible way to handle variable-length input
▪Learns feature representation (word embedding) automatically from data
▪It can generalize to similar inputs through word embeddings
Cons:
▪The model throw away any sequential information of the text"
4-feedforward-neural-lm.pdf,21,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical content related to machine learning, natural language processing, or related algorithms. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain.","22
Neural “bag-of-words” Model – Training"
4-feedforward-neural-lm.pdf,22,"This slide contains only the name of the institution ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML or NLP presented here.","23
Neural “bag-of-words” Model – Training
▪Common practice: initialize word embedding E using static pre-trained 
word embeddings (e.g. word2vec), and optimize them using SGD
▪When the training data is small, don’t treat E as parameters
▪When the training data is very large, initialization does not matter much, 
can use random initialization for word embeddings"
4-feedforward-neural-lm.pdf,23,"The slide contains no technical content related to machine learning or natural language processing. It only displays the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, or architectures presented.","24
Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,24,"The slide contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which does not present any technical NLP or ML content such as concepts, algorithms, architectures, or equations. Hence, there is no technical content related to machine learning or natural language processing to explain from this slide.","25
N-gram vs neural language models
Limitations: cannot handle long histories"
4-feedforward-neural-lm.pdf,25,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There is no technical content related to machine learning, natural language processing, algorithms, equations, or architectures presented on this slide to describe.","26
N-gram vs neural language models
▪The larger n, the number of possible n-grams grow exponentially
▪The larger n, the frequency counts for a specific n-gram is more sparse
▪A lot of contexts are similar and simply counting their frequency cannot 
reflect their sematic similarity
Neural LM mitigates these issues"
4-feedforward-neural-lm.pdf,26,"The slide simply displays the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships presented to explain.","27
Feedforward Neural Language Models
▪Key Idea: instead of estimating raw probabilities, let’s use a feedforward 
neural network to fit the probabilistic distribution of language
▪Feedforward neural language models approximate the probability based 
on the previous m (e.g. 5) words – m is a hyper-parameter"
4-feedforward-neural-lm.pdf,27,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" without any technical content related to machine learning or natural language processing concepts, algorithms, or equations. There are no technical concepts, architectures, or relationships presented on this slide for explanation.","28
Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,28,"The slide contains only a header text stating the institution name: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships presented on this slide related to machine learning or natural language processing.","29
Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,29,"The slide contains no technical content related to machine learning or natural language processing. It shows the name of an educational institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not present any concepts, algorithms, architectures, or equations.","30
Feedforward Neural Language Models"
4-feedforward-neural-lm.pdf,30,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, architectures, or equations. Therefore, there is no technical material to explain from this slide.","31
Feedforward Neural Language Models
▪How to train this model? Use a lot of raw text to create training examples 
and run gradient-descent optimization
▪Limitations: (1) W linearly scales with the context size m (2) The model 
learns separate patterns for different positions
▪Better solutions: Recurrent NNs, Transformers
“sat on” corresponds to different parameters in W"
4-feedforward-neural-lm.pdf,31,There is no visible technical content on this slide to explain. It appears to be an image of a modern building with no text or graphics related to machine learning or natural language processing concepts. Please provide a slide with technical material for explanation.,Thank you!
5-rnn-lm.pdf,0,"There is no technical content, concepts, equations, algorithms, or architectures visible on this slide to describe. It appears to be a background image with a building and a slogan, and does not contain any NLP or ML material.","CIS 6930 Special Topics in Large Language Models
Recurrent Neural Network for LM"
5-rnn-lm.pdf,1,"The slide header provides the institution name: University of Florida Herbert Wertheim College of Engineering. There is no technical content, concepts, algorithms, or equations related to machine learning or natural language processing presented on the slide.","2
Outline
▪Recurrent Neural Network (RNN)
▪Training RNN LM
▪Inference and Evaluation of RNN LM
▪Applications of RNN LM
▪Problems of RNN – Vanishing and Exploding Gradients
▪Variants of RNN – LSTM, GRU, Bi-directional RNN, Multi-layer RNN"
5-rnn-lm.pdf,2,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical explanation to provide from this slide.","3
Feedforward Neural Language Model
Fixed window size"
5-rnn-lm.pdf,3,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is an institutional name. There are no technical concepts, algorithms, equations, architectures, or relationships related to ML or NLP present on this slide to describe.","4
Feedforward Neural Language Model
Improvements over n-gram LM:
▪No sparsity problem
▪Don’t need to store all observed n-grams
Problems that still exists:
▪Fixed window size is small
▪Window size growth enlarges W
▪Different W for different positions of tokens
Need a model that can process any length input"
5-rnn-lm.pdf,4,"The content on this slide is a header showing the institution name ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP presented on this slide.","5
Recurrent Neural Network"
5-rnn-lm.pdf,5,"The slide contains only a header that states ""University of Florida Herbert Wertheim College of Engineering."" It does not include any technical content such as concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing.","6
Recurrent Neural Network
Core Idea: Apply the same weights W repeatedly
RNN can handle variabl
length input"
5-rnn-lm.pdf,6,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not provide any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there is no technical material to explain from this slide.","7
Recurrent Neural Network"
5-rnn-lm.pdf,7,"The slide contains only the title text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not have any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical concepts to explain from this slide.","8
Recurrent Neural Network"
5-rnn-lm.pdf,8,"The slide content is a header indicating an affiliation: ""University of Florida Herbert Wertheim College of Engineering."" It does not present any technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing.","9
RNN Language Model
Pros
▪Can process any length input
▪Memory size not increase for longer input
▪Can use info from many steps back
▪Same weights W applied on every position
Cons:
▪Recurrent computation is slow, no parallel
▪Hard to access info from many steps back
  (in practice)"
5-rnn-lm.pdf,9,"The slide text shows the name of an academic institution: ""University of Florida Herbert Wertheim College of Engineering."" 

There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide to explain.","10
Training Recurrent Neural Network LM"
5-rnn-lm.pdf,10,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing such as concepts, algorithms, equations, or architectures. Therefore, there is no technical content to explain from this slide.","11
Training RNN LM"
5-rnn-lm.pdf,11,"This slide header shows the affiliation of the course or presentation and does not contain technical content related to machine learning or natural language processing concepts, algorithms, or models. It is an institutional title: ""University of Florida Herbert Wertheim College of Engineering.""","12
Training RNN LM"
5-rnn-lm.pdf,12,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, or architectures. Therefore, there is no technical material to explain from this slide.","13
Training RNN LM"
5-rnn-lm.pdf,13,"The slide only contains a textual header indicating the ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP presented on this slide.","14
Training RNN LM"
5-rnn-lm.pdf,14,"The slide contains only a textual header indicating the affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide. Therefore, there is no technical content to explain from an ML/NLP perspective.","15
Training RNN LM"
5-rnn-lm.pdf,15,"This slide contains only a text heading: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, architectures, or other NLP/ML content presented on this slide.","16
Training RNN LM"
5-rnn-lm.pdf,16,"The slide appears to only contain the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content, concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing. Therefore, there is no relevant technical content to explain from this slide. If you provide another slide with technical material, I can explain those concepts.","17
Training RNN LM"
5-rnn-lm.pdf,17,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is the name of an institution. It does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there are no technical topics to explain from this slide.","18
Training RNN LM
▪Computing loss and gradients across entire corpus is too expensive
▪In practice, consider training on sentence or document
▪Compute loss 𝐽(𝜃) for a sentence, or a batch of sentences, and 
compute gradients and update weights, iteratively repeat until converge"
5-rnn-lm.pdf,18,"This slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. There are no technical elements to explain from this slide.","19
Backpropagation for RNN"
5-rnn-lm.pdf,19,"The slide contains only a single line of text stating the name ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or NLP presented on this slide.","20
Backpropagation for RNN
Multivariable Chain Rule"
5-rnn-lm.pdf,20,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not have any technical content related to machine learning or natural language processing to explain.","21
Backpropagation for RNN"
5-rnn-lm.pdf,21,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to ML or NLP concepts, algorithms, equations, or architectures. Therefore, there is no technical material to explain from this slide.","22
Backpropagation for RNN
Backpropagation through time
(Backpropagate over timesteps i=t,…,0, 
summing gradients as you go)
In practice, truncate after 20 timesteps for 
training efficiency"
5-rnn-lm.pdf,22,"The content on the slide is a title header indicating the institutional affiliation, specifically the University of Florida Herbert Wertheim College of Engineering. There are no technical concepts, algorithms, equations, or architectures related to machine learning or natural language processing presented on this slide. It serves only to identify the institution associated with the material or presentation.","23
Truncated Backpropagation for RNN"
5-rnn-lm.pdf,23,"The slide contains only a textual header stating ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide to explain.","24
Inference of Recurrent Neural Network LM"
5-rnn-lm.pdf,24,"The slide content is limited to the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" which is the name of an academic institution. There are no technical concepts, algorithms, equations, architectures, or relationships related to ML or NLP presented on this slide.","25
Generating Text with RNN LM
Generate text by repeated sampling. 
Sampled output becomes next step’s input"
5-rnn-lm.pdf,25,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical material on this slide to explain.","26
Evaluating Recurrent Neural Network LM"
5-rnn-lm.pdf,26,"The slide presents the name of an educational institution, specifically the University of Florida Herbert Wertheim College of Engineering. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing discussed on this slide. It serves as a title or header rather than instructional content on ML/NLP topics.","27
Evaluation of RNN LM"
5-rnn-lm.pdf,27,"The text on the slide does not convey any technical content related to machine learning or natural language processing. It only indicates the name of the institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, architectures, or relationships presented here to explain.","28
Evaluation of RNN LM"
5-rnn-lm.pdf,28,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical content to explain from this slide.","29
Application of RNN LM"
5-rnn-lm.pdf,29,"This slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. It appears to be an institutional or header slide displaying the name of the ""University of Florida Herbert Wertheim College of Engineering.""","30
Application 1: Token-level Classification Tasks
Part-of-Speech Tagging, Name Entity Recognition"
5-rnn-lm.pdf,30,"The slide presents the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing to explain here.","31
Application 2: Sentence Classification
Sentiment Classification"
